SIZE ,STOCK ,COLORSPEC ,COATING ,POCKETS ,BUSINESS CARD SLIT ,CD SLIT ,RunSize,UnitPrice,TotalPrice
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Vertical,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,1 Pocket on the Right (Back) Side,On Both Pockets - Horizontal,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Vertical,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,No Business Card Slits,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Left (Front) Pocket - Horizontal,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,No CD Slit,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Right (Back) Pocket - Vertical,On the Right (Back) Pocket,5000,0.7657,"3,828.33"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,500,2.8623,"1,431.15"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,1000,1.7472,"1,747.19"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,2500,1.1036,"2,758.95"
"9"" x 14.5""",16PT C2S,5/0 (4/0 with Foil on Front),UV Coating Front Only,2 Pockets Presentation Folder,On Both Pockets - Vertical,On the Left (Front) Pocket,5000,0.7657,"3,828.33"
